,video_file,start_tone,middle_tone,end_tone,Transition_val,social_message
6035,"bauer_hockey_mayor_of_boomtown_kucherov_announcement.mkv
",positive,positive,positive,No transition,No
6036,"australian_defence_force_what_will_you_bring.mp4
",positive,positive,positive,No transition,No
6037,"nike_dare_to_become.mp4
",positive,positive,positive,No transition,No
6038,"beyond_retro_the_organ_donor_price_tag_1.mkv
",positive,positive,positive,No transition,Yes
6039,"mcdonalds_mcrusia.mp4
",positive,positive,positive,No transition,No
6040,"seattle_mariners_beyond_the_flip.mp4
",neutral,neutral,positive,Transition,No
6041,"san_francisco_giants_if_i_werent_a_player_crawford_the_professional_fan.mkv
",neutral,positive,neutral,Transition,No
6042,"ancestrycom_come_find_me.mp4
",negative,negative,positive,Transition,No
6043,"remax_home_sweeter_home.mp4
",neutral,positive,positive,Transition,No
6044,"getty_images_the_real_world.mkv
",neutral,neutral,positive,Transition,Yes
6045,"turkish_alzheimer_association_we_wont_forget.mp4
",negative,negative,positive,Transition,Yes
6046,"vef_riga_tricking_time.mp4
",positive,positive,neutral,Transition,No
6047,"legenda_legenda_about_architects_corridor.mp4
",neutral,negative,positive,Transition,No
6048,"frombetong_a_concrete_story.mp4
",positive,negative,negative,Transition,No
6049,"one_poverty_is_sexist.webm
",negative,negative,negative,No transition,Yes
6050,"alzheimers_research_uk_santa_forgot.mp4
",positive,positive,positive,No transition,No
6051,"century_21_testostowurm.mkv
",positive,positive,positive,No transition,No
6052,"forcepoint_everyone_to_the_defense.mkv
",positive,positive,positive,No transition,No
6053,"century_21_superpowerless.mkv
",positive,positive,positive,No transition,No
6054,"yandexdirect_oneeared_pirate.mp4
",positive,negative,positive,Transition,No
6055,"wotif_mum.mp4
",positive,negative,positive,Transition,No
6056,"woman_in_gold.mp4
",neutral,neutral,neutral,No transition,No
6057,"parkinsons_uk_mannequin_challenge_sarah.webm
",positive,positive,positive,No transition,Yes
6058,"northrop_realty_blue_box_club_bed_rooms_faucets.mp4
",positive,positive,positive,No transition,No
6059,"white_square_creativity_to_blood.webm
",negative,positive,positive,Transition,No
6060,"flightscom_thanksgiving.webm
",positive,positive,positive,No transition,No
6061,"getty_images_travel.mp4
",positive,positive,positive,No transition,No
6062,"hotelscom_monkey.mkv
",negative,negative,negative,No transition,No
6063,"ggb_true_colors.mp4
",positive,positive,positive,No transition,No
6064,"31453.mp4
",negative,negative,positive,Transition,Yes
6065,"squarespace_real_talk_with_key_and_peele.mkv
",positive,positive,positive,No transition,No
6066,"indeedcom_bike_technician.mkv
",neutral,positive,positive,Transition,No
6067,"alzheimer_nederland_zeitgeist_2014_year_in_review.mkv
",neutral,neutral,positive,Transition,No
6068,"bauer_hockey_mayor_of_boomtown_kucherov_attack_ad.webm
",positive,positive,positive,No transition,No
6069,"bauer_hockey_mayor_of_boomtown_knight_attack_ad_0.mkv
",positive,positive,positive,No transition,No
6070,"zoopla_smarter_search.mp4
",neutral,neutral,neutral,No transition,No
6071,"usps_this_is_our_season.mp4
",positive,positive,positive,No transition,No
6072,"nike_dream_further.mkv
",positive,positive,positive,No transition,Yes
6073,"letgo_escape.mp4
",negative,negative,positive,Transition,No
6074,"western_australian_office_of_road_safety_time_with_mum_gran.mp4
",neutral,neutral,positive,Transition,No
6075,"california_academy_of_sciences_pterosaurs_flight_in_the_age_of_dinosaurs.mkv
",positive,positive,positive,No transition,No
6076,"doctors_without_borders_across_the_sea.mkv
",positive,negative,positive,Transition,No
6077,"villanova_homes_with_room_to_grow.mp4
",positive,positive,positive,No transition,No
6078,"seattle_mariners_flip.mp4
",negative,positive,positive,Transition,No
6079,"servis_seguranca_motorcycle.mkv
",neutral,neutral,negative,Transition,No
6080,"prv_could_watching_crime_really_lead_to_more_crime.mp4
",negative,neutral,positive,Transition,No
6081,"uber_no_need_to.mkv
",positive,positive,positive,No transition,No
6082,"sutter_health_secret.mkv
",positive,positive,positive,No transition,No
6083,"legenda_legenda_about_architects_bedroom.mp4
",negative,negative,positive,Transition,No
6084,"norwegian_health_department_tin_addict.webm
",positive,positive,positive,No transition,No
6085,"handicap_international_humanity_and_inclusion_lifeline.webm
",neutral,neutral,positive,Transition,No
6086,"project_wake_up_wound.mp4
",negative,negative,negative,No transition,No
6087,"seattle_mariners_felix_day.mp4
",positive,positive,positive,No transition,No
6088,"kalenji_jealous_boobs.mkv
",positive,positive,positive,No transition,No
6089,"laalsa_gone_food_gone_2.mkv
",neutral,neutral,positive,Transition,No
6090,"cycling_canada_hop_on.mkv
",positive,positive,positive,No transition,No
6091,"swedish_armed_forces_the_bumblebee.mp4
",positive,positive,positive,No transition,No
6092,"british_coast_guard_every_second_counts.mp4
",positive,positive,negative,Transition,No
6093,"soccer_without_borders_girls_in_the_game.mp4
",neutral,positive,positive,Transition,Yes
6094,"momondo_our_colourful_world.mkv
",negative,negative,positive,Transition,Yes
6095,"acre_designs_the_pioneer.mp4
",neutral,positive,positive,Transition,No
6096,"red_cross_another_christmas_carol.mp4
",positive,positive,positive,No transition,No
6097,"getty_images_soda.mp4
",positive,positive,positive,No transition,No
6098,"rpiva_carve_your_destiny.webm
",negative,negative,positive,Transition,No
6099,"royal_mail_online_you_shopping.mp4
",neutral,neutral,positive,Transition,No
6100,"just_eat_balti_rocks.mp4
",positive,positive,positive,No transition,No
6101,"dba_fender_vs_shredder.mp4
",positive,neutral,negative,Transition,No
6102,"hometree_the_field_family_mice.mkv
",positive,positive,positive,No transition,No
6103,"letgo_space.mp4
",negative,neutral,positive,Transition,No
6104,"estoril_conferences_we_are_all_in_the_same_boat.mkv
",negative,negative,negative,No transition,Yes
6105,"macma_whats_on_your_mind.mkv
",negative,positive,positive,Transition,Yes
6106,"28710.mp4
",neutral,negative,negative,Transition,Yes
6107,"swiggy_real_life_santas.webm
",neutral,positive,positive,Transition,No
6108,"nossa_old_website_funeral.mp4
",negative,negative,neutral,Transition,No
6109,"shanghai_blood_administration_office_the_bar.mkv
",neutral,positive,negative,Transition,No
6110,"usmc_a_nations_call.webm
",negative,negative,negative,No transition,No
6111,"ancestrycom_the_hint_ancestry_disney_pixars_coco.mkv
",positive,positive,positive,No transition,No
6112,"united_way_phone_call.mkv
",positive,positive,positive,No transition,Yes
6113,"usps_gifts.mp4
",positive,positive,positive,No transition,No
6114,"gundersen_health_system_baby
",neutral,positive,negative,Transition,No
6115,"family_orthodontics_the_talkdad.mp4
",positive,neutral,positive,Transition,No
6116,"united_way_thanks_for_just_making_out.mkv
",positive,positive,positive,No transition,No
6117,"seek_canoe.mkv
",positive,positive,positive,No transition,No
6118,"queensland_treasury_census_night.mkv
",positive,positive,positive,No transition,No
6119,"century_21_summer_nonblockbusters_the_lawn_mower.mkv
",positive,positive,positive,No transition,No
6120,"world_vision_well_water.mp4
",positive,positive,positive,No transition,Yes
6121,"ever_done_this_to_your_mother.mp4
",negative,negative,neutral,Transition,Yes
6122,"fedex_memories.webm
",neutral,positive,positive,Transition,No
6123,"81082.mp4
",neutral,negative,negative,Transition,No
6124,"takeawaycom_student.mp4
",negative,positive,positive,Transition,No
6125,"national_association_of_realtors_floors.mp4
",positive,positive,positive,No transition,No
6126,"les_jardins_darcadie_freedom.mp4
",positive,positive,neutral,Transition,No
6127,"feeding_my_family_nobody_offers_you_less_for_more.mp4
",positive,positive,positive,No transition,No
6128,"296899.mp4
",positive,negative,positive,Transition,Yes
6129,"31303.mp4
",negative,negative,positive,Transition,No
6130,"easy_cash_pascal.mkv
",neutral,negative,positive,Transition,No
6131,"nusasiri_the_worlds_most_luxurious_bed.mp4
",positive,positive,positive,No transition,No
6132,"nfl_the_100year_game.mkv
",positive,negative,positive,Transition,No
6133,"ouisncf_the_diva.mp4
",positive,positive,positive,No transition,No
6134,"an_post_an_post_world_wide_open.mp4
",negative,negative,positive,Transition,No
6135,"fta_image_spot.mp4
",positive,positive,positive,No transition,No
6136,"squarespace_dream_it_with_idris_elba.mkv
",positive,positive,positive,No transition,No
6137,"flora_tristan_the_honest_proposal.mkv
",positive,positive,positive,No transition,Yes
6138,"glovo_what_summer_asks_you.mp4
",neutral,neutral,positive,Transition,No
6139,"william_hill_its_your_call.mkv
",positive,positive,positive,No transition,No
6140,"bitfury_group_measured_by_success.mp4
",positive,positive,neutral,Transition,No
6141,"big_science_music_indigisonus.mkv
",neutral,positive,positive,Transition,No
6142,"joyful_heart_foundation_nfl_players_say_no_more.mp4
",neutral,neutral,positive,Transition,Yes
6143,"new_zealand_police_hungry_boy.mkv
",negative,positive,positive,Transition,Yes
6144,"glass_packaging_institute_sorry_box_of_wine.mkv
",neutral,positive,positive,Transition,No
6145,"homevestors_titled.mp4
",positive,negative,positive,Transition,No
6146,"amnesty_international_terrorists.mp4
",negative,negative,negative,No transition,No
6147,"swoodoocom_hungry_in_holland.mkv
",neutral,positive,positive,Transition,No
6148,"instituto_maria_da_penha_woman_photographer.mp4
",negative,positive,positive,Transition,Yes
6149,"nike_never_stop_winning.mkv
",positive,positive,positive,No transition,No
6150,"brotherhoodsister_sol_talk_about_the_talk.mp4
",negative,positive,positive,Transition,Yes
6151,"philippine_psychiatric_association_numbers.mkv
",neutral,negative,positive,Transition,Yes
6152,"econt_a_christmas_surprise_from_a_stranger.mkv
",positive,positive,positive,No transition,No
6153,"family_orthodontics_the_talkmom.mp4
",positive,positive,positive,No transition,No
6154,"scott_sports_ransom_speed.mp4
",positive,positive,positive,No transition,No
6155,"police_now_take90.mp4
",negative,negative,positive,Transition,No
6156,"nubelo_talk.mkv
",neutral,positive,neutral,Transition,No
6157,"plan_belgium_hijack.mkv
",negative,negative,negative,No transition,Yes
6158,"flightscom_holiday.mkv
",positive,positive,positive,No transition,No
6159,"boys_and_girls_clubs_of_canada_great_futures_start_here_dr_jean_clinton.mkv
",positive,positive,positive,No transition,No
6160,"stanton_optical_the_office.mp4
",neutral,neutral,neutral,No transition,No
6161,"surveymonkey_avoid_messy_marketing_mistakes_shoulda_used_surveymonkey.mkv
",positive,positive,negative,Transition,No
6162,"invictus_games_invictus_the_poem.mp4
",positive,positive,positive,No transition,No
6163,"xad_inc_stop_the_guesswork.mkv
",negative,negative,positive,Transition,No
6164,"lynx_men_in_progress.webm
",neutral,negative,positive,Transition,No
6165,"customink_customer_care.webm
",positive,positive,positive,No transition,No
6166,"union_of_the_baltic_cities_safe_cities_commission_physical_security_at_home_episode_1.webm
",neutral,positive,positive,Transition,No
6167,"adidas_arsenal_this_is_home.mkv
",positive,positive,positive,No transition,No
6168,"sickkids_foundation_sickkids_vs_dadstrong.mkv
",neutral,positive,positive,Transition,Yes
6169,"mended_little_hearts_give_a_fuller_life.mkv
",negative,positive,positive,Transition,Yes
6170,"oikotie_prize_fighter.mp4
",negative,positive,positive,Transition,No
6171,"interflora_melting_hearts.mp4
",neutral,negative,positive,Transition,No
6172,"coordown_not_special_needs.webm
",positive,positive,positive,No transition,Yes
6173,"olx_perfume.mkv
",positive,negative,neutral,Transition,No
6174,"national_association_of_realtors_give_us_your_tired.mkv
",positive,positive,positive,No transition,No
6175,"casagal_instability_then_you_came_along.mp4
",neutral,positive,positive,Transition,No
6176,"ad_council_finish_your_diploma_marco.mkv
",positive,positive,positive,No transition,No
6177,"st_john_ambulance_the_chokeables.mkv
",positive,positive,positive,No transition,No
6178,"goyal_co_hariyana_group_etiquette_lessons_with_bigfoot_2.webm
",positive,positive,positive,No transition,No
6179,"goyal_co_hariyana_group_a_yeti_and_a_clarinet_1.webm
",positive,positive,positive,No transition,No
6180,"interflora_sensitive_data.mkv
",negative,positive,positive,Transition,No
6181,"perception_kayaks_yakoffs.mkv
",positive,positive,positive,No transition,No
6182,"think_pink_breasts_everywhere.mp4
",positive,positive,positive,No transition,No
6183,"the_american_cancer_society_courage.webm
",positive,negative,positive,Transition,Yes
6184,"customink_products.webm
",positive,positive,positive,No transition,No
6185,"agilecat_resting_frozen_face.mp4
",negative,negative,positive,Transition,No
6186,"buda_mate.mp4
",neutral,positive,positive,Transition,No
6187,"homeserve_nick_the_homeserve_engineer.mkv
",positive,positive,positive,No transition,No
6188,"ecpat_the_linguist.mp4
",neutral,negative,neutral,Transition,Yes
6189,"adoptuskids_haircut.mkv
",positive,positive,positive,No transition,No
6190,"nike_dream_crazy.mkv
",positive,positive,positive,No transition,Yes
6191,"orpi_le_bien.mkv
",positive,positive,positive,No transition,No
6192,"the_chicago_cubs_ikes_in.mp4
",positive,positive,positive,No transition,No
6193,"sick_kids_hospital_better_tomorrows.mp4
",positive,negative,positive,Transition,Yes
6194,"nhl_spelling.webm
",neutral,positive,positive,Transition,No
6195,"fiap_roberto_spam.mkv
",neutral,negative,positive,Transition,No
6196,"effie_awards_media_meh.mp4
",neutral,neutral,positive,Transition,No
6197,"nhl_if_this_cloud_could_talk.mp4
",positive,positive,positive,No transition,No
6198,"royal_mail_online_you_phishing.mp4
",neutral,neutral,neutral,No transition,No
6199,"139370.mp4
",neutral,neutral,neutral,No transition,No
6200,"nike_what_will_they_say_about_you.mkv
",neutral,positive,positive,Transition,Yes
6201,"eric_swalwell_go_big_be_bold_do_good_swalwell_2020.mkv
",positive,positive,positive,No transition,Yes
6202,"canadian_mens_health_foundation_paddleboard.mp4
",positive,positive,positive,No transition,No
6203,"izettle_big_hair.mp4
",positive,positive,positive,No transition,No
6204,"indeedcom_physiologist.webm
",neutral,positive,positive,Transition,No
6205,"presidents_choice_pc_eat_together_dreams.mkv
",positive,positive,positive,No transition,No
6206,"nhl_perfectly_imperfect.mp4
",neutral,neutral,neutral,No transition,No
6207,"sutter_health_the_talk.mkv
",negative,negative,neutral,Transition,No
6208,"ancestrycom_declaration_descendants.mkv
",neutral,neutral,neutral,No transition,No
6209,"solace_mitt.webm
",positive,negative,positive,Transition,No
6210,"ibis_relax_we_post.mkv
",positive,negative,positive,Transition,No
6211,"ecomobilier_death_of_a_bookcase.mp4
",positive,positive,negative,Transition,No
6212,"2k_a_boy_with_a_name.mkv
",positive,positive,positive,No transition,No
6213,"national_association_of_realtors_dimmer.mp4
",neutral,negative,neutral,Transition,No
6214,"grantham_institute_the_future_we_see.mkv
",positive,positive,positive,No transition,No
6215,"cancer_research_uk_lump.mp4
",neutral,positive,positive,Transition,Yes
6216,"bundesliga_transfer_a_fan.mkv
",neutral,negative,positive,Transition,No
6217,"western_australian_office_of_road_safety_time_with_mum_singing.mp4
",positive,negative,positive,Transition,No
6218,"vistaprint_the_postcard.mkv
",positive,negative,positive,Transition,No
6219,"the_knot_grooms_only_wish.webm
",positive,neutral,neutral,Transition,No
6220,"century_21_new_friend.mkv
",neutral,neutral,positive,Transition,No
6221,"homevestors_divorce.mp4
",negative,negative,positive,Transition,No
6222,"nef_seyrantepe.mp4
",positive,positive,positive,No transition,No
6223,"century_21_new_city.mkv
",positive,negative,positive,Transition,No
6224,"emaar_soon_this_view_can_be_yours_fish.webm
",neutral,neutral,neutral,No transition,No
6225,"wix_big_game_ad_with_karlie_kloss.webm
",positive,positive,positive,No transition,No
6226,"effie_awards_creative_candy.mkv
",neutral,neutral,neutral,No transition,No
6227,"childrens_hospitals_and_clinics_of_minnesota_breakthrough_tool.mkv
",neutral,positive,positive,Transition,No
6228,"western_cape_government_ode.mkv
",negative,positive,positive,Transition,Yes
6229,"vef_riga_black_and_white.mp4
",neutral,neutral,positive,Transition,No
6230,"just_eat_madras_baby.mp4
",neutral,positive,positive,Transition,No
6231,"letgo_bumerang.mkv
",positive,positive,positive,No transition,No
6232,"french_road_safety_loss_of_control.mkv
",neutral,negative,negative,Transition,No
6233,"cadremploi_the_unicorn.webm
",positive,positive,positive,No transition,No
6234,"canadian_mental_health_association_dance_like_no_ones_watching.mkv
",positive,neutral,neutral,Transition,Yes
6235,"forcepoint_burning_question.mkv
",neutral,neutral,neutral,No transition,No
6236,"yandex_taxi_dance_in_maybach.mkv
",positive,positive,positive,No transition,No
6237,"30265.mp4
",positive,positive,positive,No transition,No
6238,"ad_council_finish_your_diploma_nia.mp4
",neutral,positive,positive,Transition,No
6239,"flightscom_christmas.mkv
",positive,positive,positive,No transition,No
6240,"st_john_ambulance_nursery_rhymes.webm
",positive,positive,positive,No transition,No
6241,"296119.mp4
",negative,negative,negative,No transition,Yes
6242,"its_on_us_illogical_the_art_gallery.webm
",positive,negative,neutral,Transition,Yes
6243,"94335.mp4
",neutral,negative,positive,Transition,No
6244,"winamax_love_of_sport.mp4
",positive,positive,positive,No transition,No
6245,"minnesota_wild_this_is_our_ice_ponds.mkv
",positive,neutral,positive,Transition,No
6246,"nfl_celebrations_to_come.mkv
",positive,positive,positive,No transition,No
6247,"istock_epic_twister_footage_0.mkv
",positive,positive,neutral,Transition,No
6248,"american_diabetes_association_take_the_test.mkv
",neutral,neutral,positive,Transition,No
6249,"celtics_whole_new_game_three.mp4
",neutral,positive,positive,Transition,No
6250,"interflora_give_love_a_helping_hand.mp4
",negative,negative,positive,Transition,No
6251,"risual_corporate_video.mkv
",positive,positive,positive,No transition,No
6252,"british_army_normal_day.mkv
",negative,positive,positive,Transition,No
6253,"dissolve_this_is_a_generic_presidential_campaign_ad_0.mp4
",positive,positive,positive,No transition,No
6254,"njm_changes.mkv
",positive,positive,positive,No transition,No
6255,"ancestrycom_descendants_of_honor.mkv
",positive,positive,positive,No transition,Yes
6256,"blacture_be_celebrated.webm
",negative,positive,positive,Transition,Yes
6257,"homesellercom_the_pink_scarf.mp4
",neutral,neutral,positive,Transition,No
6258,"cadremploi_the_gymnast.mkv
",neutral,neutral,neutral,No transition,No
6259,"miguel_angel.webm
",neutral,neutral,neutral,No transition,No
6260,"matchcom_start_something_real.mkv
",positive,positive,positive,No transition,No
6261,"university_of_adelaide_life_moves_fast.mp4
",negative,negative,positive,Transition,No
6262,"national_association_of_realtors_ceilings.mp4
",neutral,neutral,positive,Transition,No
6263,"139500.mp4
",positive,positive,neutral,Transition,Yes
6264,"realtorcom_public_reality.mkv
",positive,neutral,positive,Transition,No
6265,"bumble_the_ball_is_in_her_court.mkv
",positive,positive,positive,No transition,No
6266,"457850.mp4
",neutral,negative,neutral,Transition,Yes
6267,"helpling_embrace_the_mess_grandma_drops_the_beat.mp4
",neutral,positive,positive,Transition,No
6268,"boko_halal_no_paradise.mkv
",positive,positive,neutral,Transition,Yes
6269,"swedish_armed_forces_we_let_sweden_be_in_peace.mkv
",positive,positive,positive,No transition,No
6270,"stanton_optical_stanton_strikes_again.mp4
",negative,negative,negative,No transition,No
6271,"adc_sex_toy.mp4
",neutral,neutral,neutral,No transition,No
6272,"efood_drop_dead_easy_pizza.mp4
",positive,negative,positive,Transition,No
6273,"njm_looking_ahead.mkv
",positive,positive,positive,No transition,No
6274,"cancer_research_uk_beer_goggles.mkv
",negative,negative,negative,No transition,No
6275,"teleflora_cara_and_mia.mkv
",positive,positive,positive,No transition,No
6276,"dmitry_semennikov_im_a_lawyer.mp4
",negative,negative,positive,Transition,No
6277,"letgo_icepresso.mp4
",positive,positive,positive,No transition,No
6278,"the_one_club_portfolio_night_2018.mkv
",negative,negative,neutral,Transition,No
6279,"takeawaycom_office.mkv
",negative,negative,positive,Transition,No
6280,"lawn_doctor_horseshoes.mkv
",positive,positive,neutral,Transition,No
6281,"wetransfer_wetransfer_presents_the_bunt_machine_by_mac_premo.mkv
",positive,positive,positive,No transition,No
6282,"flirtcom_make_yourself_visible.mkv
",positive,positive,positive,No transition,No
6283,"55023.mp4
",positive,positive,positive,No transition,Yes
6284,"glass_packaging_institute_later_plastic_cup.mkv
",positive,negative,positive,Transition,Yes
6285,"bitdefender_hug_a_mac.mkv
",negative,negative,positive,Transition,No
6286,"the_american_cancer_society_plan_of_attack.mkv
",negative,positive,negative,Transition,No
6287,"tinder_start_something_epic.mkv
",positive,positive,positive,No transition,No
6288,"maritime_and_coastguard_agency_cold_water_shock.mp4
",negative,negative,neutral,Transition,Yes
6289,"tnt_the_people_network.mkv
",positive,positive,positive,No transition,No
6290,"aicp_2017_sponsor_reel.mp4
",positive,positive,positive,No transition,No
6291,"nfl_one_team.mp4
",positive,positive,positive,No transition,Yes
6292,"joyful_heart_foundation_speechless.mkv
",negative,negative,neutral,Transition,Yes
6293,"careers24_from_hero_to_zero.mkv
",positive,negative,neutral,Transition,No
6294,"gidget_foundation_start_talking.mp4
",negative,negative,neutral,Transition,Yes
6295,"andy_awards_the_best_commercial_of_the_year_so_far.mp4
",neutral,neutral,positive,Transition,No
6296,"real_kashmir_football_club_therealkashmir.webm
",positive,positive,positive,No transition,No
6297,"interflora_its_complicated.mp4
",negative,negative,positive,Transition,No
6298,"nf_the_stuntman.mp4
",negative,negative,positive,Transition,No
6299,"pflag_equal_under_the_eiffel.mp4
",positive,positive,neutral,Transition,No
6300,"synevo_medical_labs_dont_let_prostate_cancer_ruin_your_life_feast.mp4
",positive,positive,positive,No transition,No
6301,"solace_macrodosing.webm
",negative,neutral,positive,Transition,No
6302,"moms_demand_action_for_gun_sense_in_america_lockdown.mkv
",negative,negative,negative,No transition,Yes
6303,"interflora_time_to_forgive_her_3.mp4
",positive,neutral,negative,Transition,No
6304,"catholic_health_initiatives_haircut.mp4
",positive,negative,positive,Transition,No
6305,"139913.mp4
",positive,positive,positive,No transition,No
6306,"family_orthodontics_the_proposal.mp4
",positive,positive,positive,No transition,No
6307,"30012.mp4
",negative,negative,negative,No transition,No
6308,"association_for_the_rights_of_immigrants_and_refugees_in_tunisia_like_animals.mkv
",neutral,negative,negative,Transition,Yes
6309,"customink_design_lab.webm
",positive,positive,positive,No transition,No
6310,"santa_casa_de_misericordia_fernando_meirelles.mkv
",neutral,positive,neutral,Transition,No
6311,"the_knot_the_nontraditional_proposal.mkv
",positive,positive,positive,No transition,No
6312,"girlguiding_know_your_place.mkv
",positive,positive,positive,No transition,No
6313,"dutch_tax_and_customs_administration_sea_lion.mkv
",positive,negative,positive,Transition,No
6314,"kilroy_explore_life_with_kilroy_education.mkv
",negative,positive,positive,Transition,Yes
6315,"zonajobs_hard_worker.mkv
",negative,negative,negative,No transition,No
6316,"testicular_cancer_canada_haircut.mkv
",negative,negative,positive,Transition,Yes
6317,"hans_anders_trampoline.mp4
",positive,positive,positive,No transition,No
6318,"dba_wedding_dress_vs_weed_burner.mkv
",positive,positive,negative,Transition,No
6319,"immoweb_ouch.mp4
",negative,negative,neutral,Transition,No
6320,"taylormade_welcome_to_the_family.mp4
",positive,positive,positive,No transition,No
6321,"john_paul_ii_educational_centre_lie_detector_girl.mkv
",neutral,negative,negative,Transition,No
6322,"family_to_children_rolypoly.mp4
",neutral,neutral,positive,Transition,Yes
6323,"department_of_education_and_early_childhood_development_speak_up_daughter.mkv
",negative,negative,neutral,Transition,Yes
6324,"nfl_handoff_across_america.mkv
",positive,positive,positive,No transition,No
6325,"no_somos_delito_the_voice_of_freedom.mp4
",positive,positive,positive,No transition,Yes
6326,"getty_images_watermarks_for_water.mkv
",neutral,neutral,positive,Transition,Yes
6327,"les_jardins_darcadie_security.mkv
",positive,positive,positive,No transition,No
6328,"dhl_thomanns_music.mp4
",positive,positive,positive,No transition,No
6329,"unicef_violence_marks_forever.mkv
",neutral,negative,positive,Transition,No
6330,"aicp_awards_warning_winning_at_the_aicp_awards_is_proven_to_alter_personalities.mkv
",positive,positive,positive,No transition,No
6331,"interflora_the_great_mom_experiment.mp4
",neutral,positive,positive,Transition,Yes
6332,"legenda_legenda_about_architects_kids_room.mp4
",positive,positive,positive,No transition,No
6333,"march_of_dimes_lullacry.mkv
",negative,positive,positive,Transition,No
6334,"getty_images_endless_possibilities.mkv
",positive,positive,positive,No transition,No
6335,"trade_me_life_lives_here.mp4
",positive,positive,positive,No transition,No
6336,"wijn_stael_keeping_the_balance.mp4
",positive,positive,positive,No transition,No
6337,"century_21_summer_nonblockbusters_the_leap.mkv
",positive,positive,positive,No transition,No
6338,"jiffy_lube_foam_finger.mp4
",positive,positive,positive,No transition,No
6339,"fondation_francaise_pour_la_recherche_sur_lepilepsie_cashepilepsie.mp4
",neutral,negative,neutral,Transition,No
6340,"sos_childrens_villages_first_christmas.mp4
",positive,positive,positive,No transition,No
6341,"goyal_co_hariyana_group_a_yeti_and_a_clarinet_2.webm
",positive,positive,positive,No transition,No
6342,"fedex_tortoise_the_hare.mkv
",negative,positive,positive,Transition,No
6343,"ministry_of_health_social_services_and_equality_boy.mp4
",neutral,neutral,neutral,No transition,No
6344,"nedbank_nelson_mandela_childrens_fund_children_promote_vaccinations_in_the_vaxthenation.mkv
",neutral,positive,positive,Transition,No
6345,"conservation_international_ocean.mkv
",negative,positive,negative,Transition,Yes
6346,"taylormade_marshals.mkv
",positive,positive,positive,No transition,No
6347,"moo_lets_get_physical.mp4
",positive,positive,positive,No transition,No
6348,"royal_life_saving_sinker_corbin.mkv
",positive,positive,neutral,Transition,Yes
6349,"vida_mujer_numbers.mkv
",neutral,neutral,neutral,No transition,Yes
6350,"kilroy_explore_life_with_kilroy_surfing.mkv
",positive,positive,positive,No transition,No
6351,"french_road_safety_the_sunshine_highway.webm
",positive,negative,negative,Transition,Yes
6352,"pga_silence_the_scorecard.mp4
",positive,positive,positive,No transition,No
6353,"we_buy_any_home_armageddon.mp4
",negative,negative,positive,Transition,No
6354,"fedex_whats_inside.webm
",neutral,positive,positive,Transition,No
6355,"shutterstock_stranger_things_shutterstock.mp4
",positive,positive,positive,No transition,No
6356,"advertising_standards_authority_wedding_suit.mp4
",positive,negative,positive,Transition,No
6357,"laalsa_flat_food.webm
",positive,positive,positive,No transition,No
6358,"german_federal_ministry_of_the_interior_strong_for_you_strong_for_germany.mkv
",negative,negative,positive,Transition,No
6359,"wijn_stael_waiting_for_the_opportunity.mp4
",neutral,neutral,neutral,No transition,No
6360,"seattle_mariners_workrelated_injury.mp4
",positive,negative,positive,Transition,No
6361,"miami_ad_school_piano.webm
",positive,positive,positive,No transition,No
6362,"the_animal_foundation_pet_cat.mp4
",negative,positive,positive,Transition,No
6363,"welcoming_america_united_voices.mkv
",positive,positive,positive,No transition,Yes
6364,"whistler_mountain_bike_park_truly_awake.mp4
",positive,positive,neutral,Transition,No
6365,"grubhub_cobb_salad.mp4
",negative,neutral,negative,Transition,No
6366,"mother_happy_human_mothers_day_hungry_moms.mp4
",positive,positive,positive,No transition,No
6367,"glass_packaging_institute_bye_bye_beer_can.mkv
",neutral,positive,positive,Transition,Yes
6368,"nike_dream_crazier.mkv
",negative,positive,positive,Transition,Yes
6369,"espn_everything_matters.mkv
",positive,positive,positive,No transition,No
6370,"kuoni_find_your_amazing.mkv
",neutral,positive,positive,Transition,No
6371,"light_for_the_world_a_view_for_a_view.mkv
",negative,positive,positive,Transition,Yes
6372,"testicular_cancer_canada_urinal.mkv
",positive,neutral,positive,Transition,No
6373,"homesellercom_the_block_of_ice.mp4
",neutral,neutral,neutral,No transition,No
6374,"airtasker_cynthia_derek.mkv
",positive,positive,positive,No transition,No
6375,"new_mexico_department_of_transportation_whats_the_worst_that_can_happen_3.mkv
",positive,negative,positive,Transition,Yes
6376,"paycor_acknowledgement.mkv
",positive,positive,positive,No transition,No
6377,"wijn_stael_forcing_a_breakthrough.mp4
",neutral,positive,neutral,Transition,No
6378,"shutterstock_shutterstocks_brick_and_mortar_stock_library.mp4
",positive,positive,positive,No transition,No
6379,"sutter_health_confidence.mkv
",positive,positive,positive,No transition,Yes
6380,"momondo_equally_different.webm
",neutral,neutral,neutral,No transition,No
6381,"san_francisco_giants_if_i_werent_a_player_posey_the_man_behind_the_plate.mkv
",neutral,positive,positive,Transition,No
6382,"mr_rooter_power_of_water.mkv
",positive,negative,positive,Transition,No
6383,"autotrader_goodnight_save.mp4
",neutral,positive,positive,Transition,No
6384,"hungarian_football_federation_theres_no_two_left_feet.mp4
",positive,positive,positive,No transition,No
6385,"cdot_a_few_brews.mp4
",positive,positive,positive,No transition,Yes
