,video_file,start_tone,middle_tone,end_tone,Transition_val,social_message,Topic,Split,clip_feature_path,Link
6694,O7jAhwbUfNE.webm,positive,positive,positive,No transition,No,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/O7jAhwbUfNE.pkl,https://www.youtube.com/embed/O7jAhwbUfNE
6695,syPqNTmupvY.mkv,positive,positive,positive,No transition,No,Games,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/syPqNTmupvY.pkl,https://www.youtube.com/embed/syPqNTmupvY
6696,oWdZEJW1vWY.mp4,positive,negative,negative,Transition,Yes,Misc,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/oWdZEJW1vWY.pkl,https://www.youtube.com/embed/oWdZEJW1vWY
6697,o3zD6HbcblA.mkv,positive,positive,positive,No transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/o3zD6HbcblA.pkl,https://www.youtube.com/embed/o3zD6HbcblA
6698,C6d4o6hxZOY.mkv,positive,positive,positive,No transition,No,Food and drink,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/C6d4o6hxZOY.pkl,https://www.youtube.com/embed/C6d4o6hxZOY
6699,jmCwWbAWyZ8.mp4,positive,positive,positive,No transition,No,Travel and transport,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/jmCwWbAWyZ8.pkl,https://www.youtube.com/embed/jmCwWbAWyZ8
6700,W6nouIb9BnQ.webm,negative,negative,negative,No transition,No,Games,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/W6nouIb9BnQ.pkl,https://www.youtube.com/embed/W6nouIb9BnQ
6701,V68UXteyuFg.mkv,positive,positive,positive,No transition,No,Cosmetics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/V68UXteyuFg.pkl,https://www.youtube.com/embed/V68UXteyuFg
6702,BrI7VRfqgo4.mp4,positive,positive,positive,No transition,No,Travel and transport,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/BrI7VRfqgo4.pkl,https://www.youtube.com/embed/BrI7VRfqgo4
6703,KDuLZeVfYcg.webm,positive,positive,positive,No transition,No,Car,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/KDuLZeVfYcg.pkl,https://www.youtube.com/embed/KDuLZeVfYcg
6704,v_C9mKEPG-k.mp4,positive,positive,positive,No transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/v_C9mKEPG-k.pkl,https://www.youtube.com/embed/v_C9mKEPG-k
6705,WGsch35hQHM.mkv,positive,positive,positive,No transition,No,Clothing,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/WGsch35hQHM.pkl,https://www.youtube.com/embed/WGsch35hQHM
6706,88KNf0MtU14.mp4,positive,positive,positive,No transition,No,Games,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/88KNf0MtU14.pkl,https://www.youtube.com/embed/88KNf0MtU14
6707,ULJBEQ6-NLE.mkv,positive,positive,positive,No transition,No,Clothing,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/ULJBEQ6-NLE.pkl,https://www.youtube.com/embed/ULJBEQ6-NLE
6708,YGmX6m78zDM.mp4,positive,positive,positive,No transition,No,Banking,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/YGmX6m78zDM.pkl,https://www.youtube.com/embed/YGmX6m78zDM
6709,TCKVc-y3Uak.mkv,positive,positive,positive,No transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/TCKVc-y3Uak.pkl,https://www.youtube.com/embed/TCKVc-y3Uak
6710,55BZ2gSsSmY.mkv,positive,negative,neutral,Transition,No,Sports,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/55BZ2gSsSmY.pkl,https://www.youtube.com/embed/55BZ2gSsSmY
6711,KKKOpKvk9Ok.mkv,positive,positive,positive,No transition,No,Games,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/KKKOpKvk9Ok.pkl,https://www.youtube.com/embed/KKKOpKvk9Ok
6712,KpqEGS7asds.mp4,positive,positive,positive,No transition,No,Cosmetics,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/KpqEGS7asds.pkl,https://www.youtube.com/embed/KpqEGS7asds
6713,uqToVzu0iTc.mkv,positive,positive,positive,No transition,No,Cosmetics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/uqToVzu0iTc.pkl,https://www.youtube.com/embed/uqToVzu0iTc
6714,SPCR1GBnSy8.mkv,positive,positive,positive,No transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/SPCR1GBnSy8.pkl,https://www.youtube.com/embed/SPCR1GBnSy8
6715,nZH6YKmtQV8.mkv,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/nZH6YKmtQV8.pkl,https://www.youtube.com/embed/nZH6YKmtQV8
6716,qPdSUywxbR8.mkv,positive,positive,positive,No transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/qPdSUywxbR8.pkl,https://www.youtube.com/embed/qPdSUywxbR8
6717,4okCm_f1YMs.mkv,positive,positive,positive,No transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/4okCm_f1YMs.pkl,https://www.youtube.com/embed/4okCm_f1YMs
6718,lfABnAS5i9Q.mp4,negative,neutral,negative,Transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/lfABnAS5i9Q.pkl,https://www.youtube.com/embed/lfABnAS5i9Q
6719,g0jv6M6rW7w.mp4,negative,negative,negative,No transition,No,Services,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/g0jv6M6rW7w.pkl,https://www.youtube.com/embed/g0jv6M6rW7w
6720,uuZ1n7Kk0qM.mp4,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/uuZ1n7Kk0qM.pkl,https://www.youtube.com/embed/uuZ1n7Kk0qM
6721,M4dTKckmLwE.mkv,neutral,neutral,negative,Transition,No,Publications media,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/M4dTKckmLwE.pkl,https://www.youtube.com/embed/M4dTKckmLwE
6722,dI-xHMM8wXE.webm,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/dI-xHMM8wXE.pkl,https://www.youtube.com/embed/dI-xHMM8wXE
6723,YR5YJ3qzIx4.mkv,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/YR5YJ3qzIx4.pkl,https://www.youtube.com/embed/YR5YJ3qzIx4
6724,bGFyHV2vbwE.mp4,positive,positive,positive,No transition,No,Travel and transport,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/bGFyHV2vbwE.pkl,https://www.youtube.com/embed/bGFyHV2vbwE
6725,j4tXCs4KgmU.mkv,positive,positive,positive,No transition,No,Food and drink,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/j4tXCs4KgmU.pkl,https://www.youtube.com/embed/j4tXCs4KgmU
6726,QRmPD2nMnBc.webm,positive,positive,positive,No transition,No,Misc,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/QRmPD2nMnBc.pkl,https://www.youtube.com/embed/QRmPD2nMnBc
6727,JpVULjoF7uI.mkv,positive,positive,positive,No transition,No,Sports,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/JpVULjoF7uI.pkl,https://www.youtube.com/embed/JpVULjoF7uI
6728,nosXM4KdAac.mkv,positive,positive,positive,No transition,No,Electronics,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/nosXM4KdAac.pkl,https://www.youtube.com/embed/nosXM4KdAac
6729,vONYT-5OVps.mkv,positive,positive,positive,No transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/vONYT-5OVps.pkl,https://www.youtube.com/embed/vONYT-5OVps
6730,E1GrfYVfxpY.mkv,positive,positive,positive,No transition,No,Games,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/E1GrfYVfxpY.pkl,https://www.youtube.com/embed/E1GrfYVfxpY
6731,azDtIqe-zzE.mp4,neutral,neutral,positive,Transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/azDtIqe-zzE.pkl,https://www.youtube.com/embed/azDtIqe-zzE
6732,G9wSAb_EbkA.mkv,positive,positive,positive,No transition,No,Cosmetics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/G9wSAb_EbkA.pkl,https://www.youtube.com/embed/G9wSAb_EbkA
6733,Pzl86IjTpHI.mkv,positive,positive,positive,No transition,No,Publications media,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/Pzl86IjTpHI.pkl,https://www.youtube.com/embed/Pzl86IjTpHI
6734,NmannAYiwh0.mp4,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/NmannAYiwh0.pkl,https://www.youtube.com/embed/NmannAYiwh0
6735,Bl6PZDkaT1I.mp4,positive,positive,positive,No transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/Bl6PZDkaT1I.pkl,https://www.youtube.com/embed/Bl6PZDkaT1I
6736,hsvAj6qfmFQ.mkv,positive,negative,positive,Transition,No,Retail,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/hsvAj6qfmFQ.pkl,https://www.youtube.com/embed/hsvAj6qfmFQ
6737,otR8V7rlnjA.mkv,negative,negative,negative,No transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/otR8V7rlnjA.pkl,https://www.youtube.com/embed/otR8V7rlnjA
6738,pk2hJRVijm0.mkv,positive,positive,positive,No transition,No,Travel and transport,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/pk2hJRVijm0.pkl,https://www.youtube.com/embed/pk2hJRVijm0
6739,RLsXfrDwf9Y.mkv,positive,positive,positive,No transition,No,Games,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/RLsXfrDwf9Y.pkl,https://www.youtube.com/embed/RLsXfrDwf9Y
6740,LD1NnIZocrM.mkv,positive,positive,positive,No transition,No,Publications media,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/LD1NnIZocrM.pkl,https://www.youtube.com/embed/LD1NnIZocrM
6741,VXyA7bZLoCw.mkv,neutral,positive,positive,Transition,No,Clothing,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/VXyA7bZLoCw.pkl,https://www.youtube.com/embed/VXyA7bZLoCw
6742,v-S3iSqKs64.mkv,positive,positive,positive,No transition,No,Travel and transport,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/v-S3iSqKs64.pkl,https://www.youtube.com/embed/v-S3iSqKs64
6743,Hsufiso4mLo.mp4,positive,positive,positive,No transition,No,Food and drink,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/Hsufiso4mLo.pkl,https://www.youtube.com/embed/Hsufiso4mLo
6744,wqT2IdFyQ5M.webm,positive,positive,neutral,Transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/wqT2IdFyQ5M.pkl,https://www.youtube.com/embed/wqT2IdFyQ5M
6745,0ji_-OJlVbI.mkv,negative,negative,positive,Transition,No,Car,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/0ji_-OJlVbI.pkl,https://www.youtube.com/embed/0ji_-OJlVbI
6746,T1rZ_GuLZ6s.mp4,neutral,positive,positive,Transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/T1rZ_GuLZ6s.pkl,https://www.youtube.com/embed/T1rZ_GuLZ6s
6747,83_ceB0TsiY.webm,positive,positive,neutral,Transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/83_ceB0TsiY.pkl,https://www.youtube.com/embed/83_ceB0TsiY
6748,QFsXJGlShTo.mkv,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/QFsXJGlShTo.pkl,https://www.youtube.com/embed/QFsXJGlShTo
6749,E3pMBPFUPFM.mp4,positive,positive,negative,Transition,No,Publications media,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/E3pMBPFUPFM.pkl,https://www.youtube.com/embed/E3pMBPFUPFM
6750,gg8P9fM3G8k.mkv,positive,positive,positive,No transition,No,Games,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/gg8P9fM3G8k.pkl,https://www.youtube.com/embed/gg8P9fM3G8k
6751,wuzlcAKPoDg.mp4,positive,negative,positive,Transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/wuzlcAKPoDg.pkl,https://www.youtube.com/embed/wuzlcAKPoDg
6752,vPcjTefW_Ao.mkv,negative,positive,positive,Transition,No,Clothing,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/vPcjTefW_Ao.pkl,https://www.youtube.com/embed/vPcjTefW_Ao
6753,XLpQDBP20X0.mp4,positive,positive,neutral,Transition,No,Clothing,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/XLpQDBP20X0.pkl,https://www.youtube.com/embed/XLpQDBP20X0
6754,Y_56BQmY_e8.mp4,negative,negative,negative,No transition,No,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/Y_56BQmY_e8.pkl,https://www.youtube.com/embed/Y_56BQmY_e8
6755,U9y9McTwNKE.mkv,neutral,positive,negative,Transition,No,Car,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/U9y9McTwNKE.pkl,https://www.youtube.com/embed/U9y9McTwNKE
6756,z4-O-tLsCDo.mkv,positive,positive,positive,No transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/z4-O-tLsCDo.pkl,https://www.youtube.com/embed/z4-O-tLsCDo
6757,DLGac1KQbsU.mp4,positive,positive,positive,No transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/DLGac1KQbsU.pkl,https://www.youtube.com/embed/DLGac1KQbsU
6758,yfFs0o6pCxc.mp4,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/yfFs0o6pCxc.pkl,https://www.youtube.com/embed/yfFs0o6pCxc
6759,yY7VmNv6ud8.mkv,positive,negative,positive,Transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/yY7VmNv6ud8.pkl,https://www.youtube.com/embed/yY7VmNv6ud8
6760,odI7pQFyjso.webm,neutral,negative,negative,Transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/odI7pQFyjso.pkl,https://www.youtube.com/embed/odI7pQFyjso
6761,1KkVdbUr250.mkv,positive,positive,positive,No transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/1KkVdbUr250.pkl,https://www.youtube.com/embed/1KkVdbUr250
6762,7qRIx5t31zo.mkv,positive,positive,positive,No transition,No,Retail,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/7qRIx5t31zo.pkl,https://www.youtube.com/embed/7qRIx5t31zo
6763,XEEU1nQeGNA.mp4,neutral,neutral,positive,Transition,No,Food and drink,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/XEEU1nQeGNA.pkl,https://www.youtube.com/embed/XEEU1nQeGNA
6764,kpjbhe5HJaE.mkv,neutral,positive,positive,Transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/kpjbhe5HJaE.pkl,https://www.youtube.com/embed/kpjbhe5HJaE
6765,FqvLcVBOhP4.mkv,positive,positive,negative,Transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/FqvLcVBOhP4.pkl,https://www.youtube.com/embed/FqvLcVBOhP4
6766,VcSBO8YAnTQ.webm,positive,negative,positive,Transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/VcSBO8YAnTQ.pkl,https://www.youtube.com/embed/VcSBO8YAnTQ
6767,b6EBK0ujV3o.mp4,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/b6EBK0ujV3o.pkl,https://www.youtube.com/embed/b6EBK0ujV3o
6768,yVI7JelAzPc.mp4,positive,negative,positive,Transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/yVI7JelAzPc.pkl,https://www.youtube.com/embed/yVI7JelAzPc
6769,-D-jpc741rw.mkv,positive,positive,positive,No transition,No,Travel and transport,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/-D-jpc741rw.pkl,https://www.youtube.com/embed/-D-jpc741rw
6770,a0YTHkqtzOI.webm,neutral,positive,neutral,Transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/a0YTHkqtzOI.pkl,https://www.youtube.com/embed/a0YTHkqtzOI
6771,fqXm8MCWfbA.mkv,positive,positive,positive,No transition,No,Cosmetics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/fqXm8MCWfbA.pkl,https://www.youtube.com/embed/fqXm8MCWfbA
6772,KShkhIXdf1Y.mkv,negative,positive,positive,Transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/KShkhIXdf1Y.pkl,https://www.youtube.com/embed/KShkhIXdf1Y
6773,qGVleYQkSyM.mkv,positive,positive,positive,No transition,No,Travel and transport,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/qGVleYQkSyM.pkl,https://www.youtube.com/embed/qGVleYQkSyM
6774,694TX2lQ7Uo.mp4,neutral,positive,positive,Transition,No,Electronics,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/694TX2lQ7Uo.pkl,https://www.youtube.com/embed/694TX2lQ7Uo
6775,VWPlZSL9ZMc.mkv,positive,negative,neutral,Transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/VWPlZSL9ZMc.pkl,https://www.youtube.com/embed/VWPlZSL9ZMc
6776,u4hlzRNu3uE.mp4,positive,positive,positive,No transition,No,Food and drink,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/u4hlzRNu3uE.pkl,https://www.youtube.com/embed/u4hlzRNu3uE
6777,8Z9hWVZ_BiM.webm,positive,negative,positive,Transition,No,Travel and transport,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/8Z9hWVZ_BiM.pkl,https://www.youtube.com/embed/8Z9hWVZ_BiM
6778,oVDf3PvWN04.mkv,positive,positive,positive,No transition,No,Misc,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/oVDf3PvWN04.pkl,https://www.youtube.com/embed/oVDf3PvWN04
6779,xs9Qu7uiokw.mkv,positive,positive,positive,No transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/xs9Qu7uiokw.pkl,https://www.youtube.com/embed/xs9Qu7uiokw
6780,EQtwo0xPvK4.mp4,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/EQtwo0xPvK4.pkl,https://www.youtube.com/embed/EQtwo0xPvK4
6781,AhlpVjZxutw.mkv,positive,positive,positive,No transition,No,Games,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/AhlpVjZxutw.pkl,https://www.youtube.com/embed/AhlpVjZxutw
6782,cXw2gm4yPEE.mkv,positive,positive,positive,No transition,No,Games,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/cXw2gm4yPEE.pkl,https://www.youtube.com/embed/cXw2gm4yPEE
6783,GvMbfC-Z8mc.mkv,positive,positive,neutral,Transition,No,Food and drink,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/GvMbfC-Z8mc.pkl,https://www.youtube.com/embed/GvMbfC-Z8mc
6784,dHyPPvksUTs.mkv,positive,positive,positive,No transition,No,Cosmetics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/dHyPPvksUTs.pkl,https://www.youtube.com/embed/dHyPPvksUTs
6785,tLtschJxRy8.mkv,positive,positive,positive,No transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/tLtschJxRy8.pkl,https://www.youtube.com/embed/tLtschJxRy8
6786,NWug8UKCZxo.mkv,positive,positive,positive,No transition,No,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/NWug8UKCZxo.pkl,https://www.youtube.com/embed/NWug8UKCZxo
6787,d8E2pHgxnsU.mkv,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/d8E2pHgxnsU.pkl,https://www.youtube.com/embed/d8E2pHgxnsU
6788,5AP5zQrJRIg.mkv,positive,positive,positive,No transition,No,Publications media,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/5AP5zQrJRIg.pkl,https://www.youtube.com/embed/5AP5zQrJRIg
6789,uhhcaN03tXs.mkv,positive,positive,positive,No transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/uhhcaN03tXs.pkl,https://www.youtube.com/embed/uhhcaN03tXs
6790,R7JBDzuHVb4.mp4,positive,positive,positive,No transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/R7JBDzuHVb4.pkl,https://www.youtube.com/embed/R7JBDzuHVb4
6791,U3jgo5ea_zc.mp4,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/U3jgo5ea_zc.pkl,https://www.youtube.com/embed/U3jgo5ea_zc
6792,ZJMGS7l0wT8.webm,neutral,neutral,positive,Transition,No,Car,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/ZJMGS7l0wT8.pkl,https://www.youtube.com/embed/ZJMGS7l0wT8
6793,1j6YA03hm4k.mkv,positive,positive,positive,No transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/1j6YA03hm4k.pkl,https://www.youtube.com/embed/1j6YA03hm4k
6794,g0u0oEUcasU.mp4,positive,positive,positive,No transition,No,Banking,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/g0u0oEUcasU.pkl,https://www.youtube.com/embed/g0u0oEUcasU
6795,y9LajlJjd4E.mkv,positive,positive,positive,No transition,No,Household,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/y9LajlJjd4E.pkl,https://www.youtube.com/embed/y9LajlJjd4E
6796,MpiJtAgb918.mkv,positive,positive,positive,No transition,No,Banking,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/MpiJtAgb918.pkl,https://www.youtube.com/embed/MpiJtAgb918
6797,0-U4Yr9UNBo.mkv,positive,positive,positive,No transition,No,Electronics,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/0-U4Yr9UNBo.pkl,https://www.youtube.com/embed/0-U4Yr9UNBo
6798,uNvmSvmNvQM.mp4,neutral,neutral,neutral,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/uNvmSvmNvQM.pkl,https://www.youtube.com/embed/uNvmSvmNvQM
6799,RH2clfEPxAU.mkv,negative,positive,positive,Transition,No,Cosmetics,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/RH2clfEPxAU.pkl,https://www.youtube.com/embed/RH2clfEPxAU
6800,r_dbSSQotZ0.mp4,neutral,negative,positive,Transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/r_dbSSQotZ0.pkl,https://www.youtube.com/embed/r_dbSSQotZ0
6801,_3sLwG1ZSBA.mp4,positive,positive,positive,No transition,No,Sports,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/_3sLwG1ZSBA.pkl,https://www.youtube.com/embed/_3sLwG1ZSBA
6802,2ULiauoHeeI.mkv,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/2ULiauoHeeI.pkl,https://www.youtube.com/embed/2ULiauoHeeI
6803,XoVVLtkDWq4.webm,positive,positive,positive,No transition,No,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/XoVVLtkDWq4.pkl,https://www.youtube.com/embed/XoVVLtkDWq4
6804,wO8-L-7SF5E.mp4,positive,positive,neutral,Transition,No,Car,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/wO8-L-7SF5E.pkl,https://www.youtube.com/embed/wO8-L-7SF5E
6805,4tA8wtLaui4.mkv,positive,positive,positive,No transition,Yes,Electronics,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/4tA8wtLaui4.pkl,https://www.youtube.com/embed/4tA8wtLaui4
6806,yx5ZKZY8jX0.mp4,positive,positive,positive,No transition,No,Clothing,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/yx5ZKZY8jX0.pkl,https://www.youtube.com/embed/yx5ZKZY8jX0
6807,S3QH-ZriX7E.mkv,positive,positive,positive,No transition,No,Clothing,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/S3QH-ZriX7E.pkl,https://www.youtube.com/embed/S3QH-ZriX7E
6808,4u_Ed0Bh-s0.mp4,positive,positive,positive,No transition,No,Food and drink,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/4u_Ed0Bh-s0.pkl,https://www.youtube.com/embed/4u_Ed0Bh-s0
6809,OkT_d2OTgv0.mp4,positive,positive,positive,No transition,No,Food and drink,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/cvpr_ads/OkT_d2OTgv0.pkl,https://www.youtube.com/embed/OkT_d2OTgv0
